UCI_ID;Age;Sexe;NationaliteCod;Club_Cod;Club_Nom;Dept_Cod;Dept_Nom;Region_Code;Region_Nom;Saison;Categorie;SousCategorie;Discipline
="10068101559";="64";="M";="FRA";="4173009";="CHAMBERY CYCLISME FORMATION";="073";="CD SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Arbitre Club";="";="Route"
="10077552894";="58";="M";="FRA";="4173009";="CHAMBERY CYCLISME FORMATION";="073";="CD SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Cadre Technique National";="Route"
="10068098630";="71";="M";="FRA";="4173009";="CHAMBERY CYCLISME FORMATION";="073";="CD SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="Route"
="10000860755";="59";="M";="FRA";="4173009";="CHAMBERY CYCLISME FORMATION";="073";="CD SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="Route"
="10003608784";="45";="M";="FRA";="4173009";="CHAMBERY CYCLISME FORMATION";="073";="CD SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="Route"
="10068100044";="47";="M";="FRA";="4173009";="CHAMBERY CYCLISME FORMATION";="073";="CD SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="Route"
="10100794300";="12";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10125169689";="11";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10147108665";="9";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="10158427555";="14";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Descente"
="10125169285";="14";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="10158427858";="7";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="VTT - Cross country"
="10069373774";="15";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="10158426949";="14";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="10158427353";="41";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="10121806217";="32";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="10086481443";="12";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10158427050";="11";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10158427959";="12";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10147109473";="11";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10069370138";="33";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="10147109271";="8";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="VTT - Cross country"
="10147109372";="12";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10152006155";="51";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="VTT - Descente"
="10125168881";="13";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="10158427252";="15";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Enduro"
="10086427990";="45";="F";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="10069373370";="17";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="10125169891";="12";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10158427656";="16";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="10147108867";="12";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10147109069";="11";="F";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10069109854";="14";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="10158426545";="9";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="10125169487";="11";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10147109170";="10";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="10147108968";="13";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="10158426848";="7";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="VTT - Cross country"
="10085785265";="15";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="10147108463";="9";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="10158427151";="9";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="10100793892";="13";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="10158426646";="9";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="10158427757";="13";="F";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="10069373067";="15";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="10085784760";="16";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="10158426747";="13";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="10139633504";="10";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="10139633605";="15";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="10149957334";="12";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10157691062";="12";="F";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10112277783";="12";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10128972695";="10";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="10071817366";="21";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Cross country"
="10129641389";="12";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10133882010";="41";="F";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="VTT - Cross country"
="10149957738";="12";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10129298657";="14";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="10157690254";="10";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="10128973709";="12";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10108895113";="11";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10087524191";="14";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="10149957132";="12";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10139545796";="14";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="10147632263";="11";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10112277682";="12";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10133882414";="41";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Educateur-trice";="VTT - Cross country"
="10146206363";="9";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="10070363275";="20";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Cross country"
="10140875306";="14";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Descente"
="10146091680";="45";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="VTT - Cross country"
="10133000017";="9";="F";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="10147219813";="55";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="VTT - Cross country"
="10112277177";="18";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Cross country"
="10153706382";="12";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10071732187";="21";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Cross country"
="10157691870";="9";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="10127300457";="15";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="10146091478";="61";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Educateur-trice";="VTT - Cross country"
="10147219914";="43";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="VTT - Cross country"
="10069782487";="19";="F";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Cross country"
="10100373762";="14";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="10147220318";="53";="F";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Assistance Organisation";="Sympathisant";="VTT - Cross country"
="10070008722";="65";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Assistance Organisation";="Sympathisant";="VTT - Cross country"
="10146206666";="19";="F";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Cross country"
="10012762453";="48";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="2";="VTT - Cross country"
="10100374368";="43";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="VTT - Cross country"
="10147632364";="12";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10139545493";="10";="F";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="10086120826";="18";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Cross country"
="10140875407";="16";="M";="SUI";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="10086121937";="15";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="Cyclo-Cross"
="10128973002";="10";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="10108895214";="12";="F";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10139419801";="15";="F";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="10026303956";="48";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="3";="VTT - Cross country"
="10122988708";="11";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10133882313";="47";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="VTT - Cross country"
="10146091781";="46";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Educateur-trice";="VTT - Cross country"
="10128973810";="14";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="10112277581";="12";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10147632061";="45";="M";="POR";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="VTT - Descente"
="10071595579";="22";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Cross country"
="10146206868";="16";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="10082192831";="16";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Enduro"
="10069780871";="22";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Cross country"
="10156436934";="13";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Trial"
="10064448400";="20";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="VTT - Trial"
="10110413969";="12";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Trial"
="10157586180";="44";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="VTT - Trial"
="10120115686";="14";="F";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Trial"
="10134120163";="11";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Trial"
="10070007106";="21";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="VTT - Trial"
="10156084603";="8";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="VTT - Trial"
="10099066383";="19";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Trial"
="10145444006";="11";="F";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Trial"
="10134120264";="16";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Trial"
="10126708454";="17";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Trial"
="10122971833";="10";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Trial"
="10120256742";="12";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Trial"
="10076731832";="34";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="VTT - Trial"
="10025561504";="65";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="2";="VTT - Descente"
="10142544514";="14";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Trial"
="10097982613";="10";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Trial"
="10103359241";="16";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Trial"
="10156437035";="13";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Trial"
="10068302633";="65";="F";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="VTT - Trial"
="10133555240";="9";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Trial"
="10065640082";="54";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Arbitre Régional";="";="VTT - Trial"
="10068730342";="14";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Trial"
="10109113361";="12";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Trial"
="10142544615";="8";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="VTT - Trial"
="10133554937";="10";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Trial"
="10064395351";="24";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="VTT - Trial"
="10154424283";="11";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Trial"
="10108659683";="14";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Trial"
="10071553749";="23";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="VTT - Descente"
="10147601850";="16";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Trial"
="10157036314";="12";="F";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Trial"
="10098660603";="12";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Trial"
="10075413440";="25";="F";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="VTT - Trial"
="10120256944";="13";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Trial"
="10120256641";="16";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Trial"
="10152179442";="13";="F";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Trial"
="10155593640";="9";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Trial"
="10156084704";="8";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="VTT - Trial"
