UCI_ID;Age;Sexe;NationaliteCod;Club_Cod;Club_Nom;Dept_Cod;Dept_Nom;Region_Code;Region_Nom;Saison;Categorie;SousCategorie;Discipline
="10156313258";="12";="M";="FRA";="4138166";="VTT CHARTREUSE";="038";="CD ISÈRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10085700995";="21";="M";="FRA";="4138166";="VTT CHARTREUSE";="038";="CD ISÈRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Enduro"
="10085699985";="15";="M";="FRA";="4138166";="VTT CHARTREUSE";="038";="CD ISÈRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="10024251293";="60";="M";="FRA";="4138166";="VTT CHARTREUSE";="038";="CD ISÈRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="VTT - Cross country"
="10160973504";="39";="M";="FRA";="4138166";="VTT CHARTREUSE";="038";="CD ISÈRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="VTT - Cross country"
="10024251091";="51";="M";="FRA";="4138166";="VTT CHARTREUSE";="038";="CD ISÈRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Cross country"
="10024472676";="55";="M";="FRA";="4138166";="VTT CHARTREUSE";="038";="CD ISÈRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="VTT - Enduro"
="10014359014";="54";="M";="FRA";="4138166";="VTT CHARTREUSE";="038";="CD ISÈRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="3";="VTT - Cross country"
="10070247279";="65";="M";="FRA";="4138166";="VTT CHARTREUSE";="038";="CD ISÈRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="10068131164";="15";="M";="FRA";="4138166";="VTT CHARTREUSE";="038";="CD ISÈRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="10146622049";="6";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10120790141";="10";="F";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10108787096";="9";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10133512501";="12";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10135177968";="39";="F";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="BMX Race"
="10056970912";="17";="F";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="BMX Race"
="10146493626";="8";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10125603765";="8";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10056718712";="20";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="BMX Race"
="10056885127";="18";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="BMX Race"
="10122606566";="47";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="2";="BMX Race"
="10145697014";="9";="F";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10156138456";="4";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Baby Vélo";="";="BMX Race"
="10156793410";="33";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="BMX Race"
="10134039129";="40";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="BMX Race"
="10025434895";="25";="F";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="BMX Race"
="10098167519";="11";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10156137143";="4";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Baby Vélo";="";="BMX Race"
="10156388434";="13";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="10145687718";="10";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10122067006";="9";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10121173390";="11";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10156135123";="6";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10156130776";="7";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10101585858";="11";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10156138153";="9";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10145696105";="9";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10133515228";="10";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10120785390";="8";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10067028903";="50";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Arbitre National";="";="BMX Race"
="10108591177";="11";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10156130069";="8";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10156132800";="9";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10156145833";="9";="F";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10156137042";="4";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Baby Vélo";="";="BMX Race"
="10057691540";="19";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="BMX Race"
="10108591783";="12";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10146093296";="9";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10133509265";="8";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10057244128";="15";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="BMX Race"
="10156134719";="9";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10056933930";="20";="F";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="BMX Race"
="10098614426";="16";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="BMX Race"
="10156136638";="3";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Baby Vélo";="";="BMX Race"
="10157839390";="8";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10133512295";="15";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="BMX Race"
="10145689940";="8";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10056670414";="24";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="BMX Race"
="10133516440";="8";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10086087581";="11";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10156134315";="5";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10145693778";="9";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10156137244";="9";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10145691657";="5";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10158430080";="7";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10156133507";="4";="F";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Baby Vélo";="";="BMX Race"
="10133514218";="39";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="BMX Race"
="10160685332";="35";="F";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Arbitre ecole vélo - BMX";="";="BMX Race"
="10156136537";="4";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Baby Vélo";="";="BMX Race"
="10156128958";="6";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10085125463";="11";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10156144116";="4";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Baby Vélo";="";="BMX Race"
="10145691758";="8";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10156131281";="5";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10145691960";="7";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10133518763";="40";="F";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="BMX Race"
="10156136840";="5";="F";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10145690142";="6";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10156129059";="7";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10057760046";="15";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="BMX Race"
="10156436732";="3";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Baby Vélo";="";="BMX Race"
="10120791454";="6";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10121314143";="7";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10145692263";="6";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10156134517";="11";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10156136739";="8";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10133508962";="7";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10157476248";="13";="F";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="10120881380";="8";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10145695701";="8";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10145690243";="15";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="BMX Race"
="10098956653";="50";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Medical";="BMX Race"
="10133509770";="10";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10156144217";="4";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Baby Vélo";="";="BMX Race"
="10133510780";="16";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="BMX Race"
="10160685534";="43";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Arbitre ecole vélo - BMX";="";="BMX Race"
="10145697115";="8";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10057706492";="18";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="BMX Race"
="10056744374";="21";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="BMX Race"
="10156135022";="10";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10118288551";="6";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10120784481";="15";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="BMX Race"
="10068845732";="49";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="BMX Race"
="10156138254";="5";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10133512804";="7";="F";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10145692667";="11";="F";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10158429979";="7";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10160725849";="39";="F";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="BMX Race"
="10156129160";="9";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10025480365";="27";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="BMX Race"
="10146622251";="30";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="BMX Race"
="10156137446";="31";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="BMX Race"
="10067029206";="60";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Arbitre ecole vélo - BMX";="";="BMX Race"
="10025574739";="25";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="BMX Race"
="10156136941";="4";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Baby Vélo";="";="BMX Race"
="10146132100";="19";="F";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="BMX Race"
="10156134214";="5";="F";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10145687920";="8";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10120944634";="11";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10146622352";="41";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="3";="BMX Race"
="10086092029";="11";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10156675895";="14";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="10134858070";="51";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="BMX Race"
="10146092892";="7";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10133513309";="11";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10145687213";="7";="F";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10057458740";="16";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="BMX Race"
="10156134416";="5";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10099028290";="10";="F";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10109183382";="7";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10025813502";="39";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="BMX Race"
="10141395971";="23";="F";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="BMX Race"
="10145688930";="6";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10147778369";="15";="F";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="BMX Race"
="10122954453";="37";="M";="FRA";="4163097";="BMX CLUB COURNON D'AUVERGNE";="063";="CD PUY-DE-DÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="BMX Race"
